"Water Quality
Station Code",Name or Location of Monitoring Station,State/UT,"Type of Water
Body","Frequency of
Monitoring",Latitude,Longitude,
3157,GROUND WATER FROM SULTANGANJ,BIHAR,GROUND WATER,HALF-YEARLY,25.238589,86.741767,
3158,GROUND WATER FROM SHERGHATI,BIHAR,GROUND WATER,HALF-YEARLY,24.558892,84.799511,
3159,GROUND WATER FROM SHAHPUR,BIHAR,GROUND WATER,HALF-YEARLY,25.586566,84.449575,
3160,GROUND WATER FROM RAXAUL,BIHAR,GROUND WATER,HALF-YEARLY,26.981397,84.853981,
3161,GROUND WATER FROM KATIHAR,BIHAR,GROUND WATER,HALF-YEARLY,25.534142,87.580264,
3162,GROUND WATER FROM VAISHALI,BIHAR,GROUND WATER,HALF-YEARLY,26.004064,85.08065,
4291,"RIVER AT LAURIA-NARKATIAGANJ ROAD BRIDGE, WEST
CHAMPARAN",BIHAR,RIVER,MONTHLY,27.105633,84.454622,
4292,"U/S SASAMUSA, GOPALGANJ",BIHAR,RIVER,MONTHLY,26.231264,84.354868,
4293,"U/S KOHRA, RAJ GHAT, MANJHAULIA, WEST CHAMPARAN",BIHAR,RIVER,MONTHLY,26.78378,84.65578,
4294,"D/S KOHRA, RAJ GHAT, MANJHAULIA, WEST CHAMPARAN",BIHAR,RIVER,MONTHLY,26.784669,84.655511,
4295,"RIVER AT KHAGARIA ROAD BRIDGE, KHAGARIA",BIHAR,RIVER,MONTHLY,25.501374,86.479837,
4296,"SIKANDRAPUR, MUZAFFARPUR",BIHAR,LAKE,MONTHLY,26.132233,85.373389,
4297,"RIVER AT KACHCHI-DARGAH-BIDUPUR ROAD BRIDGE, PATNA",BIHAR,RIVER,MONTHLY,25.548238,85.279377,
4298,"ROAD BRIDGE-DEHRI-ON-SONE, ROHTAS",BIHAR,RIVER,MONTHLY,24.902545,84.195807,
4299,"RIVER AT JEEWACH GHAT, DARBHANGA",BIHAR,RIVER,MONTHLY,26.195014,85.998259,
4300,"RIVER AT LAL BAGLA GHAT, MOTIHARI DHAKA ROAD, EAST
CHAMPARAN",BIHAR,RIVER,MONTHLY,26.660087,85.01303,
4301,"BAKHTIYARPUR-TAJPUR BRIDGE ON GANGA, ATHMALGOLA, 
PATNA",BIHAR,RIVER,MONTHLY,25.655635,85.096308,
4397,DAHA RIVER D/S RAJENDRA ROAD BRIDE SIWAN,BIHAR,RIVER,MONTHLY,26.222569,84.354022,
4398,"GANGA RIVER AT WATER INTAKE POINT, BHAGALPUR",BIHAR,RIVER,MONTHLY,25.257757,86.978188,
4399,"HARHA RIVER AT BAGHA, LAURIYA ROAD BRIDGE",BIHAR,RIVER,MONTHLY,27.096767,84.121881,
4400,RIVER LAKHANDEI SITAMARHI U/S,BIHAR,RIVER,MONTHLY,26.588526,85.499289,
4401,RIVER LAKHANDEI SITAMARHI D/S,BIHAR,RIVER,MONTHLY,26.73899,85.541954,
4402,"MANUSMAR AT PARSHURAMPUR, RIGA - BELSUND ROAD, 
SITAMARHI",BIHAR,RIVER,MONTHLY,25.527166,85.396373,
4403,"BURHI GANDAK AT BARACHAKIA, EAST CHAMPARAN",BIHAR,RIVER,MONTHLY,26.415383,85.066452,
4404,"GANGI AT ARA, D/S",BIHAR,RIVER,MONTHLY,25.724543,84.825249,
4405,"RIVER DHONS AT MADHWAPUR, MADHUBANI",BIHAR,RIVER,MONTHLY,26.411533,86.237133,
4406,"SONE AT OBRA, AURANGABAD",BIHAR,RIVER,MONTHLY,24.885016,84.213799,
4407,"SONE AT WATER INTAKE POINT BHARTIYA RAIL BIJALI CO. LTD
(BRBCL) NAVINAGAR, AURANGABAD",BIHAR,RIVER,MONTHLY,24.887181,84.2106,
4913,RIVER SONE AT ARWAL,BIHAR,RIVER,MONTHLY,25.240939,84.643099,
10113,"RIVER GANGA AT U/S JAIL GHAT, BUXAR",BIHAR,RIVER,MONTHLY,25.484321,85.668239,
10114,"GANGA AT MAA AMBIKA ASTHAN, AAMI, SARAN",BIHAR,RIVER,MONTHLY,25.740235,84.963161,
10115,"GANGA AT GULABI GHAT, PATNA",BIHAR,RIVER,MONTHLY,25.620356,85.179995,
10122,"RIVER GANGA AT TRIVENI GHAT, PATNA",BIHAR,RIVER,MONTHLY,25.515132,85.301372,
10126,"GANDAK AT KONHARA GHAT, VAISHALI",BIHAR,RIVER,MONTHLY,25.678586,85.194604,
10130,"RIVER GANGA AT D/S NAWADAGHAT , BARH ,PATNA",BIHAR,RIVER,MONTHLY,24.890805,85.56,
10131,RIVER GANGA AT U/S BARAHPUR BINDTOLI,BIHAR,RIVER,MONTHLY,25.586863,84.693046,
10138,"RIVER GANGA AT CHAMPANAGAR, BHAGALPUR",BIHAR,RIVER,MONTHLY,25.242256,86.925987,
10143,RIVER GANGA D/S NEAR CREMATION GHAT,BIHAR,RIVER,MONTHLY,25.31074,83.014205,
10162,"GANGA AT ARA- CHAPRA ROAD BRIDGE (KOILWER BANURA-
CHAPRA ROAD)",BIHAR,RIVER,MONTHLY,25.68032,84.785773,
10163,"GANDAK AT ROAD BRIDGE, U/S HAJIPUR",BIHAR,RIVER,MONTHLY,25.692357,85.195574,
30076,GANGA AT MANJHIGHAT(BIHAR),BIHAR,RIVER,UARTERLY (INTERSTAT,25.744119,84.676765,
2039,"GROUND WATER FROM SECTOR 15, CHANDIGARH",CHANDIGARH,GROUND WATER,HALF-YEARLY,30.751489,76.772606,
2040,"GROUND WATER FROM SECTOR 22, CHANDIGARH",CHANDIGARH,GROUND WATER,HALF-YEARLY,30.73405,76.773239,
2041,"GROUND WATER FROM SECTOR 34, CHANDIGARH",CHANDIGARH,GROUND WATER,HALF-YEARLY,30.719562,76.76397,
2042,"GROUND WATER FROM SECTOR 47, CHANDIGARH",CHANDIGARH,GROUND WATER,HALF-YEARLY,30.694747,76.769719,
2043,"GROUND WATER FROM PALSORA VILLAGE, CHANDIGARH",CHANDIGARH,GROUND WATER,HALF-YEARLY,30.731825,76.725717,
2044,"GROUND WATER FROM DHANAS VILLAGE, CHANDIGARH",CHANDIGARH,GROUND WATER,HALF-YEARLY,30.776019,76.74926,
2045,"GROUND WATER FROM DADU MAJRA, CHANDIGARH",CHANDIGARH,GROUND WATER,HALF-YEARLY,30.75385,76.740867,
2046,"SUKHNA LAKE, CHANDIGARH",CHANDIGARH,LAKE,MONTHLY,30.742139,76.818756,
2047,"N-CHOE (ATTAWA CHOE), CHANDIGARH",CHANDIGARH,DRAIN,MONTHLY,30.742291,76.767246,
2048,"PATIALA KI RAO, CHANDIGARH",CHANDIGARH,DRAIN,MONTHLY,30.767109,76.760883,
2049,"SUKHNA CHOE, CHANDIGARH",CHANDIGARH,DRAIN,MONTHLY,30.706008,76.815213,
1099,"MAHANADI AT U/S OF RAJIM, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,20.969822,81.876732,
1100,"MAHANADI AT KHARAD, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.730837,82.565689,
1101,"MAHANADI AT INTERSTATE BOUNDRY, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.665195,83.433435,
1105,"HASDEO AT U/S KORBA, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,22.380472,82.708433,
1106,"HASDEO AT U/S OF CHAMPA, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,22.048233,82.634978,
1107,"SEONATH AT U/S RAJNANDGAON, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.038264,80.973647,
1264,"MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR, 
CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,20.652037,81.551365,
1265,"KHAROON AT RAIPUR U/S, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.248011,81.542917,
1266,"SEONATH AT SHIMGA AFTER CONFL. WITH R. KHAROON, 
CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.618808,81.695639,
1282,"MAHANADI AT SHEORINARAYAN VILLAGE, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.728709,82.568814,
1467,"MAHANADI AFTER CONFL. WITH RIVER MAND, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.695876,83.2426,
1620,"GROUND WATER AT RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,GROUND WATER,HALF-YEARLY,21.251394,81.629733,
1621,"GROUND WATER AT RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,GROUND WATER,HALF-YEARLY,21.251394,81.629733,
1622,"GROUND WATER AT BILASPUR REGION, CHHATISGARH.",CHHATTISGARH,GROUND WATER,HALF-YEARLY,22.079625,82.139142,
1623,"GROUND WATER AT BILASPUR REGION, CHHATISGARH.",CHHATTISGARH,GROUND WATER,HALF-YEARLY,22.079625,82.139142,
1845,"SEONATH RIVER WATER SUPPLY WELL, DURG, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.189994,81.280092,
1846,"KHAROON RIVER A/C KHAPRI DRAIN, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.179853,81.2545,
1847,"KHAROON RIVER B/C KHAPRI DRAIN, DURG, RAIPUR ROAD BRIDGE, 
CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.200022,81.237472,
1848,"ARPA RIVER D/S OF BILASPUR, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,22.069453,82.190639,
1849,"KELO RIVER U/S OF RAIGARH, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.914789,83.404678,
1850,"KELO RIVER D/S OF RAIGARH, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.911203,83.407498,
1851,"MAHANADI AT SIHAWA, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,20.308614,81.917614,
1852,"MAHANADI AT ARRANG, RAIPUR, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.15025,82.002864,
1853,"KHAROON RIVER BUNDRI, RAIPUR, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.105793,81.579948,
1854,"INDRAVATI RIVER A/C DANTEWADA RIVER, NELSONNAR, 
DANTEWADA, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,18.900033,81.344044,
1855,"INDRAVATI RIVER B/C GODAVARI AT BHOPALPATNAM, 
DANTEWADA, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,18.731275,80.278886,
1856,"SHANKNI RIVER A/C DANKANI RIVER DANTEWADA, CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,18.888807,81.370074,
3163,"HITKASA TAILING DAM, RAJHARA, CHHATISGARH.(DALLI RAJHARA
IRON ORE MINES, DALLI RAJHARA)",CHHATTISGARH,LAKE,MONTHLY,20.616711,81.562456,
3164,"NEHRU NAGAR TALAB, BHILAI, CHHATISGARH.",CHHATTISGARH,POND,MONTHLY,21.201915,81.319173,
,HASDEO RIVER 100 METER DOWNSTREAM AFTER CONFLUENCE OF ,,,,,,
3165,"DENGUR NALLAH NERA C.S.E.B. EAST GUEST HOUSE, KORBA, ",CHHATTISGARH,RIVER,MONTHLY,22.339305,82.692841,
,CHHATISGARH.,,,,,,
3166,"SEONATH AT JHINGHRI VILLAGE, A/C OF SAMODA NALLA, ",CHHATTISGARH,RIVER,MONTHLY,21.304368,81.304163,
,CHHATISGARH.,,,,,,
3167,"SEONATH AT RAJNANDGAON, D/S AT MOHAD, RAJNANDGAON, 
CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,21.047808,81.065781,
3168,"DOWNSTREAM OF HASDEO RIVER NEAR URGA VILLAGE KORBA, 
CHHATISGARH.",CHHATTISGARH,RIVER,MONTHLY,22.282751,82.700933,
,HASDEO RIVER NEAR DRINKING WATER INTAKE WELL OF ,,,,,,
3169,MUNICIPAL CO. KORBA (BEFORE TREATMENT) AT KOHADIA,CHHATTISGARH,RIVER,MONTHLY,22.397187,82.707022,
,"VILLAGE, CHHATISGARH.",,,,,,
,HASDEO RIVER NEAR DRINKING WATER INTAKE WELL OF ,,,,,,
3170,"MUNICIPAL CO. KORBA (AFTER TREATMENT) AT KOHADIA VILLAGE, ",CHHATTISGARH,RIVER,MONTHLY,22.382936,82.716442,
,CHHATISGARH.,,,,,,
3171,"HAND PUMP WATER 17/10 NEPALI MOHLLA, SHANKAR NAGAR, 
HEAVY INDUSTRIAL AREA, BHILAI, CHHATISGARH.",CHHATTISGARH,GROUND WATER,HALF-YEARLY,21.201958,81.340825,
3172,"BOREWELL/ HANDPUMP IN ROGBAHRI VILLAGE, KORBA, 
CHHATISGARH.",CHHATTISGARH,GROUND WATER,HALF-YEARLY,22.424406,82.73913,
3173,"BOREWELL/ HANDPUMP IN PARSABHATA, BALCO, KORBA, 
CHHATISGARH.",CHHATTISGARH,GROUND WATER,HALF-YEARLY,22.393874,82.678762,
3174,"BOREWELL/ HANDPUMP IN DHANRAS, NTPC, KORBA, 
CHHATISGARH.",CHHATTISGARH,GROUND WATER,HALF-YEARLY,22.385857,82.683508,
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.411819,72.833264
1394,"DAMANGANGA AFTER CONFL. OF PIPARIA DRAIN, DAMAN",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.290411,72.994569
1395,"DAMANGANGA AT CIRCUIT HOUSE, SILVASA, DADRA AND NAGAR
HAVELI",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.263992,72.99023
1439,"DAMANGANGA AT D/S CONFL. OF W.WATER AT MASAT
INDUS.EST., DADRA & NAGAR HAVELI",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.289409,72.985435
2448,"GROUND WATER FROM VILLAGE BHIMPORE, DAMAN",,"ND DIU, DADRA AND NAG",GROUND WATER,HALF-YEARLY,20.447361,72.857456
2449,"WELL AT VILLAGE RINGANWADA, DAMAN",,"ND DIU, DADRA AND NAG",GROUND WATER,HALF-YEARLY,20.400458,72.878133
2450,"WELL AT VILLAGE DUNETHA, DAMAN",,"ND DIU, DADRA AND NAG",GROUND WATER,HALF-YEARLY,20.426775,72.847097
2451,"WELL AT VILLAGE DABHEL, DAMAN",,"ND DIU, DADRA AND NAG",GROUND WATER,HALF-YEARLY,20.40115,72.892161
2452,"WELL AT VILLAGE KACHIGAM, DAMAN",,"ND DIU, DADRA AND NAG",GROUND WATER,HALF-YEARLY,20.384203,72.883423
2453,"WELL AT VILLAGE KHANVEL, DADRA",,"ND DIU, DADRA AND NAG",GROUND WATER,HALF-YEARLY,20.126292,73.062664
2454,"WELL AT VILLAGE ATHAL, DADRA",,"ND DIU, DADRA AND NAG",GROUND WATER,HALF-YEARLY,20.271932,72.998411
2455,"WELL AT VILLAGE MASAT, DADRA",,"ND DIU, DADRA AND NAG",GROUND WATER,HALF-YEARLY,20.242592,73.014025
2456,"WELL AT VILLAGE PIPERIA, DADRA",,"ND DIU, DADRA AND NAG",GROUND WATER,HALF-YEARLY,20.310619,72.960967
2457,"WELL AT VILLAGE GALONDA, DADRA",,"ND DIU, DADRA AND NAG",GROUND WATER,HALF-YEARLY,20.293589,73.068986
2458,"WELL AT VILLAGE, DADRA",,"ND DIU, DADRA AND NAG",GROUND WATER,HALF-YEARLY,20.316669,72.966672
2459,"RIVER AT ZARI CAUSE WAY BRIDGE, DAMAN",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.376011,72.877035
2460,"DAMANGANGA NEAR DISCHARGE POINT OF DISTILLERY, DAMAN",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.395111,72.863331
2461,"RIVER AT DAMAN JETTY, MOTI DAMAN",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.410861,72.834194
2462,"DAMANGANGA AT VAPI WEIR, VAPI, DAMAN",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.341709,72.910953
2463,"AT LAVACHA TEMPLE, SILVASSA",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.298797,72.976956
2464,"D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.312231,72.953768
2465,"RIVER AT NAROLI BRIDGE, SILVASSA",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.272097,72.985656
2466,"AT VILLAGE NAMDHA, VAPI",,"ND DIU, DADRA AND NAG",RIVER,MONTHLY,20.363842,72.883264
30040,"DAMANGANGA AT ZERI CAUSEWAY, (UT OF DAMAN)",,"ND DIU, DADRA AND NAG",RIVER,UARTERLY (INTERSTAT,20.374452,72.87907
1120,"YAMUNA AT PALLA, DELHI",DELHI,RIVER,MONTHLY,28.85018,77.210184,
1121,"YAMUNA AT NIZAMUDDIN, DELHI",DELHI,RIVER,MONTHLY,28.598582,77.263308,
1375,"YAMUNA AT OKHLA BRIDGE (INLET OF AGRA CANAL), DELHI",DELHI,RIVER,MONTHLY,28.566967,77.294665,
1377,"NAJAFGARH DRAIN AT WAZIRABAD BEFORE CONF. TO
RIV.YAMUNA, DELHI",DELHI,DRAIN,MONTHLY,28.709408,77.227814,
1479,"WESTERN YAMUNA CANAL AT HAIDERPUR WATER WORKS, DELHI",DELHI,CANAL,MONTHLY,28.72121,77.139675,
1501,"BURARI DRAIN B/C WITH NAZAFGARH DRAIN, DELHI",DELHI,DRAIN,MONTHLY,28.725579,77.209339,
1502,"CIVIL MILL DRAIN, DELHI",DELHI,DRAIN,MONTHLY,28.639369,77.220517,
1503,"POWER HOUSE DRAIN, DELHI",DELHI,DRAIN,MONTHLY,28.730293,77.272327,
1504,"SEN NURSING HOME DRAIN, DELHI",DELHI,DRAIN,MONTHLY,28.620444,77.251472,
1505,"BARAPULA DRAIN, DELHI",DELHI,DRAIN,MONTHLY,28.584011,77.265425,
1506,"SHAHDARA DRAIN, DELHI",DELHI,DRAIN,MONTHLY,28.671042,77.269639,
1812,"YAMUNA AT OKHLA AFTER MEETING OF SHAHDARA DRAIN, DELHI",DELHI,RIVER,MONTHLY,28.533295,77.330724,
1857,"MAHARANI BAGH DRAIN, DELHI",DELHI,DRAIN,MONTHLY,28.571258,77.2667,
1858,"SARITA VIHAR, DELHI",DELHI,DRAIN,MONTHLY,28.536089,77.293417,
2057,"AGRA CANAL, MADANPUR KHADAR, DELHI",DELHI,CANAL,MONTHLY,28.546369,77.312597,
3030,"SANJAY LAKE, DELHI",DELHI,LAKE,MONTHLY,28.615194,77.292867,
3031,"BHALSWA LAKE, DELHI",DELHI,LAKE,MONTHLY,28.741669,77.171997,
3032,"SULTANPUR LAKE, DELHI",DELHI,LAKE,MONTHLY,28.466008,76.893685,
3041,"WATER WORKS- WAZIRABAD, DELHI",DELHI,REATMENT PLANT (RAW,MONTHLY,28.717325,77.232284,
3042,"WATER WORKS- SONIA VIHAR, DELHI",DELHI,REATMENT PLANT (RAW,MONTHLY,28.709748,77.246467,
3043,"WATER WORKS- CHANDRAVAL, DELHI",DELHI,REATMENT PLANT (RAW,MONTHLY,28.694234,77.226118,
3044,"WATER WORKS- NANGLOI, DELHI",DELHI,REATMENT PLANT (RAW,MONTHLY,28.671142,77.049299,
3045,"WATER WORKS- HAIDERPUR, DELHI",DELHI,REATMENT PLANT (RAW,MONTHLY,28.721325,77.140314,
3046,"WATER WORKS- DWARKA, DELHI",DELHI,REATMENT PLANT (RAW,MONTHLY,28.600367,77.061682,
3476,"LAKE NEAR IIT FLYOVER, DELHI",DELHI,LAKE,MONTHLY,28.51595,77.171442,
3477,"WELL AT ALIPUR, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.797075,77.133117,
3479,"WELL AT AURBINDO MARG, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.556339,77.206494,
3480,"WELL AT BAWANA, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.805331,77.046247,
3483,"WELL AT BURARI, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.755,77.199,
3485,"WELL AT DEFENCE COLONY, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.572486,77.232919,
3488,"WELL AT DILSHAD GARDEN, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.684654,77.314976,
3489,"WELL AT DWARKA, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.573669,77.055899,
3490,"WELL AT FATEH PUR BERI, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.457589,77.178719,
3492,"WELL AT GAJIPUR, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.629953,77.320258,
3493,"WELL AT GANDHI NAGAR, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.666309,77.273879,
3494,"WELL AT HAIDERPUR, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.722494,77.144697,
3496,"WELL AT ISBT, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.668728,77.230422,
3498,"WELL AT KALKA JI, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.54985,77.260786,
3500,"WELL AT KAMLA NAGAR, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.680544,77.203628,
3503,"WELL AT KAROL BAGH, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.653008,77.192353,
3514,"WELL AT MATIALA, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.611486,77.049103,
3515,"WELL AT MAYA PURI, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.627219,77.12405,
3516,"WELL AT MAYUR VIHAR, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.614625,77.312158,
3517,"WELL AT NAJAFGARH, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.605978,76.991206,
3518,"WELL AT NARAINA INDL AREA, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.632142,77.138853,
3520,"WELL AT OKHLA, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.567406,77.292078,
3523,"WELL AT PARIVESH BHAWAN, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.655714,77.295122,
3524,"WELL AT PASCHIM VIHAR, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.665694,77.093931,
3525,"WELL AT PATEL NAGAR, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.650511,77.169181,
3526,"WELL AT PATPAR GANJ, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.61225,77.285689,
3527,"WELL AT PATPARGANJ INDL AREA, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.639439,77.310961,
3528,"WELL AT PEERAGARHI, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.679675,77.092711,
3529,"WELL AT PILANJI, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.579181,77.201353,
3530,"WELL AT PRIYA ENCLAVE, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.652997,77.299056,
3531,"WELL AT QUTAB GARH, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.571769,77.165053,
3532,"WELL AT RAJENDER NAGAR, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.639864,77.180092,
3533,"WELL AT RAJPURA ROAD, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.677442,77.217708,
3534,"WELL NEAR RASHTRAPATI BHAWAN, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.614361,77.199622,
3535,"WELL AT ROHINI, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.736069,77.091128,
3536,"WELL AT SAKET, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.524594,77.206678,
3537,"WELL AT SHAHDARA, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.681614,77.270975,
3538,"WELL AT SINGHU BORDER, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.843719,77.089375,
3539,"WELL AT SINGOLA, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.843025,77.12602,
3540,"WELL AT SULTANPURI, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.698114,77.070828,
3541,"WELL AT TIKRI KALAN , DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.682331,76.967181,
3542,"WELL AT TILAK NAGAR, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.638739,77.094114,
3543,"WELL AT TRILOKPURI, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.604678,77.306886,
3544,"WELL AT UJWAH, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.567089,76.910736,
3545,"WELL AT VASANT KUNJ, DELHI",DELHI,GROUND WATER,HALF-YEARLY,28.527303,77.151553,
3546,WELL AT VASANT VIHAR,DELHI,GROUND WATER,HALF-YEARLY,28.560258,77.156006,
10006,RIVER YAMUNA AT PALLA,DELHI,RIVER,MONTHLY,28.85017,77.210174,
10007,RIVER YAMUNA AT NIZAMUDDIN BRIDGE,DELHI,RIVER,MONTHLY,28.601463,77.261884,
10008,RIVER YAMUNA AT OKHLA BARRAGE U/S,DELHI,RIVER,MONTHLY,28.560276,77.299347,
10009,RIVER YAMUNA AT OKHLA BARRAGE D/S,DELHI,RIVER,MONTHLY,28.534114,77.327671,
30026,"YAMUNA AT PALLA, WAZIRABAD (DELHI)",DELHI,RIVER,UARTERLY (INTERSTAT,28.862454,77.207282,
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,RIVER,MONTHLY,15.2715,74.08885,
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,RIVER,MONTHLY,15.499719,73.834744,
1475,ZUARI AT PANCHAWADI,GOA,RIVER,MONTHLY,15.281044,74.071108,
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,RIVER,MONTHLY,15.550258,73.949164,
1543,"RIVER KALNA AT CHANDEL- PERNEM, GOA",GOA,RIVER,MONTHLY,15.74629,73.899494,
1544,"RIVER VALVANT AT SANKLI - BICHOLIM, GOA",GOA,RIVER,MONTHLY,15.561455,73.990584,
1545,"RIVER MADAI AT DABOS - VALPOI, GOA",GOA,RIVER,MONTHLY,15.536364,74.148515,
1546,"RIVER KHANDEPAR AT OPA - PONDA, GOA",GOA,RIVER,MONTHLY,15.466425,74.038825,
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,RIVER,MONTHLY,14.98929,74.04736,
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,RIVER,MONTHLY,15.615148,73.900658,
1549,"SALAULIM LAKE AT SALAULIM - SANGUEM, GOA",GOA,LAKE,MONTHLY,15.212725,74.178936,
2265,"CANAL UP STREAM OF CUNCOLIM INDL.EST. CUNCOLIM, SALCETE 
(1 KM FROM M/S NICOMENT INDUSTRIES)",GOA,CANAL,MONTHLY,15.182391,73.990575,
2266,"CANAL DOWNSTREAM OF CUNCOLIM INDL.EST. CUNCOLIM, 
SALCETE (NEAR RAILWAY BRIDGE)",GOA,CANAL,MONTHLY,15.16806,74.010058,
2267,"CREEK AT DANDO MOLLO, VELSAO, MAMUGAO",GOA,CREEK,MONTHLY,15.354489,73.883148,
2268,"CUMBARJUA CANAL CORLIM(DISCHARGE POINT OF SYNGENTA
LIMITED)",GOA,CANAL,MONTHLY,15.502818,73.949118,
2269,"MAYEM LAKE, BICHOLIM",GOA,LAKE,MONTHLY,15.575408,73.939978,
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE , U/S OPA
WATERWORKS, SANGUEM",GOA,RIVER,MONTHLY,15.410589,74.054325,
2271,"RIVER SAL PAZORKHONI, CUNCOLIM(NEAR CULVERT MARGAO-",GOA,RIVER,MONTHLY,15.188883,73.995911,
,CANACONA NATIONAL HIGHWAY),,,,,,
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA, RIVON, SANGUEM",GOA,RIVER,MONTHLY,15.232069,74.149461,
